#RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,NumOfProducts,HasCrCard,EstimatedSalary,Exited
482,15744398,Burns,525,Female,23,5,2,1,160249,0
491,15714689,Houghton,591,Male,29,1,1,1,196356,0
499,15591995,Barry,757,Male,26,8,2,1,127059,0
509,15773890,Okechukwu,733,Male,22,5,2,1,117202,0
528,15573318,Kung,610,Male,26,8,2,1,166031,0
532,15749851,Brookes,702,Female,26,4,1,0,59748,0
540,15762729,Ukaegbunam,745,Female,28,1,1,1,73276,1
542,15626578,Milne,622,Male,26,9,2,1,153238,0
550,15600651,Ijendu,749,Male,24,1,3,1,47911,0
553,15763063,Price,685,Female,25,10,1,1,121562,0
561,15670080,Mackenzie,584,Female,29,7,1,0,138490,0
576,15653620,Gordon,546,Female,27,8,2,1,14858,0
595,15603925,Greco,779,Female,26,4,2,0,38296,0
602,15645569,Mai,762,Female,26,7,2,1,169655,0
606,15814035,Lawrence,601,Male,29,9,1,1,80393,0
608,15629117,Harper,584,Male,28,10,2,1,19834,0
612,15603203,Avdeyeva,650,Female,27,6,2,1,1002,0
615,15660271,Duncan,688,Male,26,8,1,1,175297,0
627,15626900,Kung,427,Male,29,1,1,1,93839,0
630,15692463,Rahman,799,Female,28,3,1,1,45043,0
642,15580684,Feng,706,Female,29,5,1,1,42334,0
643,15809663,Donaldson,583,Female,27,1,1,1,110784,0
656,15692926,Toscani,498,Male,25,8,1,1,132210,0
657,15813741,Nnachetam,549,Male,25,6,1,0,21600,0
668,15575024,Uwaezuoke,503,Male,29,3,2,1,143955,0
673,15721024,Wickens,642,Male,26,0,1,0,47473,0
685,15747867,Trevisani,583,Male,24,9,1,0,89802,0
691,15589493,Otitodilinna,716,Male,27,1,2,1,67611,0
715,15807609,Yuan,650,Female,25,3,3,1,16649,1
723,15736879,Obinna,669,Male,23,1,2,0,66089,0
728,15767432,Ts'ai,711,Female,25,7,3,1,9679,0
731,15812750,Ozioma,591,Male,24,6,1,1,25311,0
732,15790757,Cody,769,Female,25,10,2,0,187926,0
740,15705639,Onyemauchechukwu,692,Female,28,8,2,1,44420,0
741,15637414,Gell,618,Female,24,7,1,0,37148,0
742,15716835,Rossi,546,Male,24,8,1,1,125381,0
743,15696231,Chiwetelu,635,Male,29,7,1,1,149854,0
747,15787619,Hsieh,844,Male,18,2,1,0,145936,0
758,15815364,Ashley,736,Female,28,2,2,1,117431,0
764,15622750,Chu,742,Female,21,1,1,1,31520,0
766,15812351,Beluchi,710,Female,27,2,1,1,142200,0
778,15628936,Archer,692,Male,28,9,1,0,16064,1
779,15797227,Otutodilinna,754,Male,28,8,2,1,52616,0
781,15737051,Denisov,639,Male,27,8,2,1,192247,0
782,15585595,Owens,774,Female,28,1,2,0,68760,0
787,15605284,Outtrim,688,Male,26,1,2,1,104436,0
795,15776807,Brennan,654,Male,29,1,1,1,180345,0
804,15712825,Howells,511,Female,29,9,2,0,140677,0
814,15775306,Ni,421,Male,28,8,3,1,89017,1
815,15641655,Black,700,Female,26,2,2,0,50051,0
816,15619708,Harker,745,Male,25,5,2,1,146041,0
817,15734565,Hughes,696,Male,29,8,2,1,191166,0
819,15591969,Kuo,497,Male,27,9,1,1,164825,0
833,15797964,Cameron,732,Female,29,1,1,1,138528,0
847,15608968,Averyanov,714,Male,21,6,2,0,27331,0
850,15725811,Lim,705,Male,25,0,1,0,59887,0
866,15686983,Rohu,678,Female,25,10,2,0,131502,0
874,15803764,Stanley,561,Male,28,7,2,1,7797,0
886,15721935,Kincaid,521,Male,25,7,2,1,157879,0
900,15632210,Hill,657,Male,25,2,1,1,22746,0
904,15786014,Ku,568,Male,28,5,2,1,185489,0
910,15693814,Niu,806,Male,25,7,2,1,18462,0
914,15655961,Palermo,756,Male,27,1,1,1,93302,0
924,15601026,Gallagher,572,Female,19,1,1,1,16162,0
930,15590876,Knupp,764,Female,24,7,1,0,115676,0
944,15781465,Schofield,675,Female,29,8,1,1,133458,0
946,15709295,Wall,697,Female,25,5,2,1,128374,0
959,15619529,Ndukaku,531,Male,27,8,1,0,7223,0
972,15801488,Buckner,723,Male,25,3,2,1,134509,0
981,15624729,Tsao,594,Male,27,0,1,0,151912,0
985,15704770,Pan,773,Male,25,1,2,0,11724,0
994,15782899,Ginn,661,Female,28,7,1,0,102297,0
996,15810218,Sun,610,Male,29,9,3,0,83912,0
999,15659557,Artamonova,811,Female,28,4,2,1,9903,0
1005,15723685,Ekechukwu,601,Female,26,7,2,1,50071,0
1013,15655274,Bardin,548,Female,29,4,2,0,48673,0
1014,15603594,Nwankwo,635,Male,24,4,2,1,70669,0
1025,15729279,Naylor,718,Female,25,4,1,1,63031,0
1032,15667521,Crawford,631,Female,22,3,2,0,30782,0
1034,15695475,Maclean,645,Male,29,1,2,0,196474,0
1038,15631054,Volkova,625,Female,24,1,2,1,180970,0
1049,15645103,Su,812,Male,25,5,1,1,131660,0
1055,15743016,MacDonald,602,Female,22,7,1,1,30380,0
1065,15699598,Smith,723,Female,20,4,2,1,140385,0
1068,15599131,Dilke,650,Male,26,4,2,1,128815,0
1073,15625698,Dumetochukwu,624,Female,23,6,2,0,196669,0
1078,15729832,Cheng,658,Male,29,3,1,1,20207,0
1085,15591257,Ejimofor,796,Male,24,8,2,1,61349,0
1089,15645517,Philip,850,Male,22,2,2,1,9685,0
1096,15689081,Wu,692,Male,29,4,1,1,76756,1
1099,15724127,McLean,790,Female,26,4,2,0,98309,0
1102,15782219,Fanucci,703,Male,29,9,2,1,50679,0
1105,15590476,Onochie,589,Male,28,7,2,1,151646,0
1114,15648800,Paterson,731,Female,21,8,1,1,106663,1
1120,15585241,Butcher,756,Male,29,2,2,1,4889,0
1122,15672704,Jackson,809,Female,24,4,2,1,193519,0
1135,15732660,Black,769,Female,27,2,1,1,57876,0
1137,15614220,Benson,750,Male,22,5,2,0,105126,0
1146,15601688,Piccio,546,Male,28,8,1,1,159254,0
1148,15671209,Holden,593,Female,29,5,3,1,134595,0
1151,15722993,Page,700,Female,27,6,1,0,8997,0
1152,15752463,Samuel,826,Female,29,4,1,0,190201,0
1167,15633419,Brooks,622,Female,28,1,2,1,81724,0
1169,15710456,Balmain,607,Female,27,2,2,1,63496,0
1171,15590820,Ecuyer,699,Male,26,6,1,0,150242,0
1178,15651369,Wright,626,Male,21,1,2,1,66232,0
1182,15624428,Longo,651,Female,24,7,1,1,178341,0
1191,15636935,Rischbieth,797,Female,29,1,2,1,132975,0
1192,15686909,Lung,639,Male,27,3,1,0,85209,0
1194,15779947,Thomas,363,Female,28,6,3,1,100615,1
1195,15573769,Fiorentini,764,Female,24,7,2,1,186106,0
1197,15739131,Whitworth,718,Male,28,4,1,1,28761,0
1203,15724334,Alekseyeva,529,Male,22,5,1,1,151170,0
1214,15624229,Noble,694,Female,22,4,2,1,11526,0
1218,15696900,Burns,505,Male,29,3,2,1,58020,0
1219,15730038,Docherty,706,Female,23,5,1,0,164128,1
1228,15613844,Murphy,557,Female,28,7,2,1,184318,0
1239,15619626,Wade,746,Male,24,3,2,0,170142,0
1240,15660422,Chung,569,Male,28,7,2,1,73977,0
1242,15760774,Hargraves,519,Female,21,1,2,1,194867,0
1244,15593331,Sidorov,693,Male,25,6,1,0,14633,0
1248,15711288,Hay,512,Male,24,6,2,1,37654,0
1249,15770030,Conti,689,Female,28,3,2,1,192449,0
1250,15803681,Sims,803,Female,26,4,2,1,181208,0
1261,15743532,Ball,704,Male,27,5,1,1,64381,1
1281,15671590,H?,741,Male,25,4,2,1,73874,0
1311,15759317,Vasilieva,748,Female,27,2,1,1,131662,0
1316,15734634,Bocharova,607,Female,27,5,1,0,7631,0
1325,15765537,Liang,687,Male,26,2,1,1,153606,0
1328,15688007,Liu,703,Male,20,3,1,1,41627,0
1335,15664772,Greece,489,Male,28,1,2,1,167974,0
1346,15714567,Chan,568,Female,26,6,2,0,166495,0
1354,15623644,Frolov,626,Male,29,7,2,1,49362,0
1361,15694409,Tsao,647,Female,22,3,2,0,62083,0
1371,15791767,Lucciano,769,Female,26,7,2,1,176844,0
1376,15574004,Mancini,429,Female,27,6,2,1,24020,0
1381,15743067,Fuller,625,Male,26,3,1,1,122811,0
1384,15696637,Sung,571,Female,23,10,1,0,17164,0
1391,15727281,Macintyre,653,Female,27,9,2,1,96429,0
1395,15582180,Lees,561,Male,29,9,1,1,173870,0
1400,15775546,Laurens,517,Female,29,5,2,1,103403,0
1401,15670481,Woods,684,Female,27,9,2,0,137836,0
1403,15613282,Vorobyova,757,Male,29,8,1,1,77469,0
1404,15721487,Pirogova,739,Female,27,6,1,1,57572,0
1407,15629617,Cook,572,Male,23,2,1,0,67040,0
1413,15588986,Grant,673,Female,29,4,1,1,9797,0
1416,15685150,Evans,799,Male,28,7,2,1,111138,0
1418,15774166,Mitchell,607,Female,24,2,2,0,127561,0
1430,15626485,Lu,601,Female,26,8,1,1,23704,0
1431,15703143,Tuan,820,Female,29,3,1,0,115985,0
1437,15646615,Muir,576,Male,28,1,2,0,58977,0
1446,15646302,Shao,705,Female,24,7,1,1,121409,0
1450,15726556,Macgroarty,594,Female,26,6,2,0,131212,0
1457,15789546,Ojiofor,639,Male,28,8,2,1,126561,0
1459,15678385,Lange,465,Male,25,2,2,1,10472,0
1461,15657085,Gardiner,578,Male,23,10,1,1,125222,0
1467,15650391,Wallace,633,Female,29,7,1,1,4272,0
1473,15729956,Akabueze,726,Female,26,1,1,1,19226,0
1476,15745080,Griffiths,634,Male,26,8,1,1,21761,0
1477,15703399,McNeil,756,Female,26,5,2,0,154461,0
1483,15605968,Fancher,574,Male,26,8,1,1,43094,0
1485,15607713,Kaeppel,850,Female,29,1,2,1,197997,0
1499,15677049,O'Brien,595,Female,25,7,2,0,177026,0
1500,15583595,Tao,461,Female,28,8,1,1,103350,0
1507,15599956,Payne,747,Male,27,10,2,0,13008,0
1522,15591130,Medvedev,507,Female,29,6,2,0,94781,0
1530,15697283,Mackenzie,578,Male,23,8,2,1,112125,0
1531,15640953,Bligh,611,Female,26,2,2,1,120802,0
1532,15715031,Davidson,600,Female,28,6,2,0,52193,0
1538,15732448,Stewart,821,Female,28,8,1,1,36754,0
1541,15605950,Onwuamaeze,530,Male,23,1,2,1,165227,0
1549,15618581,Diribe,668,Male,25,8,2,1,135112,0
1557,15772777,Onyemachukwu,850,Female,29,10,2,1,94815,0
1572,15615012,Fan,594,Male,23,5,1,1,160968,0
1575,15693018,Ermakova,678,Male,23,10,1,1,91634,0
1576,15636756,Marino,545,Male,23,2,2,1,189613,0
1578,15576714,Manna,687,Female,21,8,2,1,154767,0
1579,15585047,Onyemere,715,Male,28,7,1,0,196853,0
1593,15729668,Elizabeth,521,Male,29,3,1,1,154271,0
1595,15576676,Serrano,706,Female,28,6,2,1,50299,0
1597,15765520,Stevenson,769,Male,27,7,1,1,171344,0
1601,15748718,Gordon,517,Male,28,2,1,1,179056,0
1611,15758726,Chiemeka,588,Female,24,0,2,1,140586,0
1614,15674811,Kellway,739,Male,29,3,2,1,105534,0
1616,15722578,Spitzer,685,Female,21,6,1,1,164966,0
1619,15662955,Nicholls,697,Male,27,8,2,1,90591,0
1620,15770309,McDonald,656,Male,18,10,1,0,127014,0
1623,15783955,Miah,697,Female,25,4,2,1,15468,0
1625,15681758,Baddeley,525,Female,25,10,2,1,69362,0
1627,15588248,Hs?,617,Female,28,0,2,1,7598,1
1635,15735222,Ignatieff,705,Female,23,5,2,1,73132,0
1669,15755722,H?,554,Male,24,10,1,0,92181,0
1671,15716994,Green,559,Male,24,3,1,1,85891,1
1674,15780835,Liang,652,Female,26,1,1,1,179270,0
1679,15569178,Kharlamov,570,Female,18,4,1,1,71812,0
1685,15572093,Han,613,Female,24,7,1,1,129001,0
1686,15713826,Ferguson,613,Female,20,0,1,0,113558,1
1693,15809006,Walker,602,Male,23,7,2,0,84078,0
1703,15713644,Marshall,686,Male,22,5,2,1,158974,0
1705,15739054,Y?,654,Female,29,4,1,0,141404,0
1711,15567993,Palmer,828,Male,28,8,1,1,79356,0
1725,15612627,Ozuluonye,627,Male,29,5,2,1,80607,0
1731,15643438,P'eng,850,Male,20,7,2,1,31289,0
1735,15808846,Horton,672,Female,21,3,2,1,164537,0
1737,15663489,Onio,633,Female,29,0,1,1,193363,0
1740,15730639,Fiorentino,715,Male,23,7,2,1,65058,0
1742,15742638,Wang,747,Female,25,4,2,0,42040,0
1752,15632256,Schroeder,541,Male,29,7,1,0,86174,0
1754,15777639,McGregor,595,Female,23,10,2,0,37043,0
1769,15770525,T'an,760,Male,28,1,2,0,16287,0
1773,15756471,Giles,656,Male,27,4,2,1,160835,0
1775,15802256,Yao,439,Male,28,7,2,1,138527,0
1788,15753549,Dubinina,669,Male,25,1,1,0,37544,1
1803,15779247,Pai,683,Female,24,8,1,1,187987,0
1804,15707078,Kruglov,577,Female,26,1,1,0,123455,0
1812,15624068,Fu,779,Female,26,0,2,0,111906,0
1817,15752816,Murray,531,Male,29,3,1,0,75585,0
1821,15797389,Hsia,604,Male,23,9,1,1,7267,0
1827,15573893,Barry,569,Male,25,9,2,1,44381,0
1828,15740104,Tuan,425,Female,22,7,2,0,136365,1
1833,15600710,Atkinson,620,Male,22,0,1,1,32589,0
1850,15583090,Komar,581,Female,29,8,2,1,46735,0
1857,15690925,McIntosh,527,Female,29,2,1,1,97468,1
1858,15709338,T'ao,544,Female,29,1,1,1,164137,0
1861,15778190,Onyekaozulu,639,Female,28,8,1,1,178223,0
1864,15641183,Chin,731,Male,25,8,1,1,97878,0
1884,15670602,Burgess,790,Male,24,7,1,0,160450,0
1890,15716324,Ignatieff,665,Female,23,9,1,1,115147,0
1896,15649418,Krylov,776,Female,29,7,2,1,115819,0
1906,15566843,Gotch,535,Male,20,9,1,1,118826,0
1907,15608387,Fu,786,Female,29,4,2,1,103373,0
1913,15576644,Lin,687,Female,29,4,1,1,122135,1
1916,15769051,Shaw,503,Male,25,7,1,0,192841,0
1919,15744105,Kodilinyechukwu,768,Female,28,3,2,0,50911,0
1926,15757931,Fang,804,Male,24,3,2,1,173195,0
1931,15627262,Soto,536,Male,23,6,2,1,120662,0
1932,15652693,Greco,573,Female,26,4,1,0,149815,1
1946,15607347,Olisaemeka,734,Male,22,5,1,0,121894,1
1953,15781884,Knox,624,Male,27,9,2,0,4471,0
1954,15675190,Chia,623,Male,21,10,2,0,135851,0
1962,15668472,Ritchie,705,Female,24,5,2,0,79886,0
1968,15598088,Ni,559,Male,25,5,2,1,163221,0
1972,15780954,Cran,582,Male,26,4,2,1,30149,0
1983,15756680,Phillips,667,Male,28,6,1,1,147091,0
1990,15622454,Zaitsev,695,Male,28,0,1,1,57992,0
1993,15748381,Gorbunov,613,Female,29,6,2,1,77242,0
2002,15734311,Hamilton,661,Female,27,3,2,1,76890,0
2005,15729970,Ugochukwu,684,Male,29,8,1,0,79495,0
2017,15633612,Yuryeva,696,Male,28,4,1,1,116471,0
2019,15696703,Dean,691,Male,27,3,2,1,142368,0
2022,15795519,Vasiliev,716,Female,18,3,1,0,197322,0
2023,15761477,Golibe,501,Male,24,4,2,1,80241,0
2027,15603088,Rossi,451,Female,23,9,2,0,48022,0
2031,15746190,Payton,624,Female,28,2,2,0,104353,0
2038,15678146,Wong,668,Female,24,7,1,0,106457,1
2043,15635459,Shih,667,Female,27,3,2,1,3675,0
2053,15644765,Ashton,689,Male,26,4,1,0,149074,0
2063,15724443,Taylor,703,Female,29,3,1,0,82824,0
2070,15790379,Rowe,629,Male,28,8,1,1,119648,0
2084,15779738,Buccho,534,Male,24,1,1,1,169653,0
2086,15687477,Thompson,594,Male,28,5,1,1,16481,0
2112,15603216,Simpson,642,Male,25,7,2,1,102084,0
2113,15631201,Hill,472,Female,28,4,2,1,1802,0
2119,15774857,Synnot,460,Female,27,7,2,1,156150,1
2120,15791836,Wildman,690,Male,29,5,2,1,108578,0
2124,15723320,Azubuike,651,Female,25,2,2,1,114566,0
2137,15621893,Bellucci,727,Male,18,4,1,1,46941,0
2142,15758372,Wallace,674,Male,18,7,2,1,55753,1
2149,15811842,Artemyeva,630,Male,26,7,2,1,6657,0
2161,15586821,Bellew,727,Male,28,5,2,0,19653,0
2175,15633108,Thorpe,646,Male,26,4,1,1,164696,0
2178,15637644,Hanson,667,Female,24,4,2,0,34336,0
2200,15770174,Piazza,762,Male,29,6,1,1,54123,0
2203,15751788,Johnson,850,Male,28,9,1,1,175854,0
2215,15684999,Ch'eng,850,Female,26,4,2,0,179365,0
2239,15808784,Hess,835,Male,28,2,2,1,154559,0
2251,15739576,Bustard,706,Male,20,8,2,1,12368,0
2252,15631333,Wade,677,Female,25,8,1,1,42410,0
2265,15812945,Padovesi,582,Female,29,0,1,1,84013,0
2272,15703588,Palerma,665,Male,25,5,2,1,35322,0
2274,15679299,Shen,726,Female,27,7,1,0,78971,0
2288,15619889,Vasin,556,Male,26,4,1,1,195167,0
2292,15778157,Murray,598,Male,27,8,2,1,109296,0
2293,15779064,Chidiegwu,677,Male,27,2,2,1,20093,0
2300,15763171,Hu,650,Female,25,2,1,1,25325,0
2306,15576945,Clements,582,Male,29,0,1,1,142516,0
2312,15664639,McGregor,645,Male,19,9,1,0,175969,0
2315,15756056,Ku,561,Female,28,3,2,1,191388,0
2325,15748116,Zetticci,681,Female,29,2,1,1,52021,0
2326,15612193,Hsia,762,Male,29,10,2,1,148256,0
2329,15664204,Meany,706,Male,29,2,2,1,18256,0
2332,15614929,Cheng,508,Male,28,0,2,1,147914,0
2333,15695492,P'eng,439,Female,29,6,1,1,180599,0
2340,15647975,Vida,651,Male,26,5,1,0,141763,0
2342,15735388,Wayn,717,Female,25,7,2,1,190012,0
2354,15813144,Osborne,554,Female,26,7,2,1,192710,0
2372,15604345,Kemp,730,Female,22,9,1,1,145792,0
2375,15726186,Genovese,639,Male,29,4,2,1,97983,0
2380,15625904,Wang,624,Male,26,9,2,0,31231,0
2386,15728352,Yermakov,623,Male,27,4,1,0,142170,0
2394,15657342,Dawson,850,Male,28,4,1,1,60709,1
2397,15732476,Ifeanyichukwu,600,Female,27,3,2,0,125699,0
2404,15756901,Ch'ang,641,Female,26,4,2,0,28157,0
2414,15604073,Bibi,815,Female,25,8,1,1,136071,0
2422,15574842,Lorenzo,653,Female,25,2,3,1,199357,0
2423,15607837,Muriel,746,Female,29,4,1,1,43106,0
2424,15714877,MacDevitt,662,Female,29,10,2,1,137508,0
2432,15782247,Yeh,540,Male,22,4,3,1,186233,1
2442,15691446,Tokaryev,735,Male,29,10,2,1,95025,0
2445,15572461,Kung,663,Female,29,4,2,0,21171,0
2448,15715769,Hao,621,Male,26,2,1,0,44220,0
2449,15667458,L?,764,Male,28,10,1,1,166188,0
2452,15606507,Pisani,555,Male,24,5,2,1,27513,0
2453,15578825,Golubev,734,Female,29,0,1,1,17745,0
2457,15591766,Crawford,607,Female,25,4,1,0,115288,0
2468,15716518,Yuryeva,617,Female,27,4,2,0,190269,0
2489,15571148,Baranov,645,Female,21,1,2,0,28726,0
2490,15776824,Rossi,714,Male,28,6,1,1,67057,0
2492,15764174,Bidencope,612,Female,26,4,2,1,179781,0
2494,15715920,De Bernales,782,Male,23,10,1,1,142587,0
2498,15748123,Chienezie,613,Male,20,3,2,1,149614,0
2515,15598175,Toscani,592,Female,26,4,2,1,132802,0
2522,15739068,Nwoye,638,Male,25,4,2,1,114722,0
2524,15742269,Milano,756,Female,24,1,2,1,184182,0
2527,15727919,Chukwuemeka,671,Female,29,6,2,0,12049,0
2529,15654106,K?,604,Male,26,8,2,0,197912,0
2530,15621653,Rice,716,Female,29,10,1,1,182532,0
2544,15655192,Fiorentino,850,Female,24,1,2,0,69053,0
2558,15714634,Nebechi,837,Male,26,4,2,1,175477,0
2564,15645463,Udinese,843,Female,27,5,2,1,67494,0
2567,15614878,Yeh,660,Female,29,6,1,1,123851,0
2578,15724145,William,616,Male,29,8,1,1,140746,0
2586,15612030,Udegbulam,724,Male,28,9,2,1,100240,0
2591,15710450,Okwudiliolisa,848,Male,22,7,1,1,185510,0
2596,15737310,Thompson,633,Male,29,10,1,1,184655,0
2597,15763665,Y?,833,Female,28,4,2,0,5279,0
2601,15744582,Randall,680,Female,24,10,3,1,154972,1
2603,15683521,Godfrey,594,Male,28,0,2,1,129085,0
2605,15643752,Wei,540,Male,25,5,1,1,13412,0
2614,15665221,Nwebube,630,Male,26,7,2,0,197001,0
2623,15787026,Onwuatuegwu,627,Male,27,0,2,1,77027,0
2624,15653696,Goliwe,515,Female,28,9,2,0,94142,0
2625,15788946,Anthony,605,Female,29,3,1,0,4093,0
2626,15600724,Scott,567,Male,29,5,1,1,109258,0
2627,15574324,Genovese,568,Female,29,2,2,0,104618,0
2628,15707144,Onyeorulu,571,Male,25,6,2,1,167705,0
2636,15688637,Witt,592,Female,27,4,2,1,183569,0
2638,15677435,Kazantseva,647,Female,29,0,2,1,164718,0
2642,15599301,Tao,538,Female,28,6,1,0,5699,0
2643,15581548,Kaodilinakachukwu,637,Female,22,5,1,1,122866,0
2644,15586870,Ni,632,Male,27,4,1,1,152666,0
2645,15735263,Hsueh,736,Male,27,5,1,0,192132,0
2646,15765322,Connely,755,Male,23,5,2,1,62852,0
2649,15644962,Connolly,745,Male,21,4,1,1,177235,0
2654,15785078,Fomin,730,Male,26,3,1,1,34542,0
2658,15737782,Brazenor,562,Male,29,9,1,1,25859,0
2662,15688409,Donaldson,742,Female,28,2,1,1,108458,1
2665,15769582,Kang,586,Male,29,3,2,1,142239,0
2670,15693947,Tokareva,614,Female,19,5,2,1,122823,0
2675,15756472,Odinakachukwu,804,Male,25,7,1,1,128277,0
2683,15732102,Darling,656,Female,27,3,2,1,16999,0
2684,15739046,Maggard,850,Female,23,9,1,0,62981,0
2685,15631927,Thomas,574,Female,28,7,2,0,185660,0
2695,15721585,Blacklock,628,Male,29,3,2,0,124749,0
2699,15729954,Azuka,586,Female,28,5,3,1,170487,1
2700,15600103,Alexander,633,Female,29,8,1,1,97684,0
2705,15622494,Mazzanti,718,Male,27,2,2,0,26229,0
2707,15595071,Ramos,696,Male,22,9,1,1,198033,0
2709,15667190,Yuan,630,Female,21,1,1,1,133102,0
2712,15775741,Powell,608,Female,28,9,2,1,125062,0
2730,15608230,Hoelscher,667,Male,23,1,2,1,91573,0
2744,15658889,Watson,689,Male,22,4,1,1,51980,1
2750,15671124,Buccho,599,Male,25,6,1,1,24903,0
2754,15774491,Ross,480,Female,28,6,2,0,48132,0
2757,15765806,Wu,492,Male,29,1,1,1,196294,0
2763,15589018,Padilla,719,Male,28,3,2,1,183893,0
2768,15747265,Huang,598,Female,27,10,1,1,84136,0
2769,15713379,Anderson,669,Male,26,4,2,1,197594,0
2772,15715465,Aksenova,714,Male,28,7,1,1,177737,0
2774,15610765,Onwumelu,559,Male,29,1,2,0,155640,0
2775,15650034,Kudryashova,564,Female,28,1,1,1,162428,0
2783,15775234,Laurie,646,Male,24,8,2,0,92613,0
2794,15624793,Soubeiran,627,Male,23,5,1,1,103099,0
2796,15665110,Helena,515,Female,25,7,1,0,38773,0
