#RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,NumOfProducts,HasCrCard,EstimatedSalary,Exited
205,15627801,Ginikanwa,512,Male,33,3,1,1,94671,0
206,15773039,Ku,550,Male,37,3,1,1,179670,0
207,15755262,McDonald,608,Female,41,3,1,0,199305,1
208,15679531,Collins,618,Male,34,5,1,1,151954,0
209,15684181,Hackett,643,Male,45,5,1,1,142514,1
210,15612087,Dike,671,Male,45,2,1,0,158265,0
211,15752047,Trevisano,689,Male,33,2,2,1,169382,0
212,15624592,Tan,603,Male,31,8,2,1,169915,0
213,15573152,Glassman,620,Female,41,9,2,0,88852,0
214,15594917,Miller,676,Female,34,1,1,1,40646,0
218,15786308,Millar,730,Female,33,9,2,0,176577,0
219,15659366,Shih,807,Male,43,1,2,1,34888,1
221,15725311,Hay,726,Female,31,9,2,1,98179,0
222,15787155,Yang,514,Male,30,7,1,0,125010,0
223,15727829,McIntyre,567,Male,42,2,2,1,167985,0
224,15733247,Stevenson,850,Male,33,10,1,1,4862,1
225,15568748,Poole,671,Male,45,6,1,1,108872,1
226,15699029,Bagley,670,Male,37,4,2,1,198253,0
227,15774393,Ch'ien,694,Female,30,9,2,1,26960,0
228,15676895,Cattaneo,547,Female,39,6,3,1,85747,1
232,15627000,Freeman,610,Male,40,0,2,1,62233,0
233,15787174,Sergeyev,512,Female,37,1,2,0,156105,0
236,15772896,Dumetochukwu,763,Male,42,6,1,1,33463,1
238,15764866,Synnot,539,Female,43,3,3,1,55804,1
241,15812009,Grant,662,Male,38,4,2,1,136260,0
242,15651001,Tsao,725,Female,39,5,1,1,124053,0
243,15813844,Barnes,703,Male,37,8,2,0,74159,0
245,15576269,Madison,523,Male,34,7,2,1,62030,0
246,15797219,Ifesinachi,635,Female,40,10,1,1,131953,1
251,15628112,Hughes,771,Female,36,5,1,0,99806,0
252,15753754,Morrison,587,Female,34,1,2,1,97933,0
254,15694717,Ku,544,Male,37,2,1,1,57559,0
256,15765297,Yao,766,Male,41,0,2,0,34283,0
257,15636684,Kirkland,727,Male,34,10,2,1,198637,0
258,15592979,Rose,671,Female,34,6,2,0,156917,0
259,15750803,Jess,693,Female,30,6,1,1,50457,0
260,15607178,Welch,850,Male,38,3,1,1,140076,0
261,15713853,Ifeajuna,732,Male,42,9,2,1,65323,0
263,15686776,Rossi,557,Female,32,6,2,1,14956,0
265,15700696,Kang,738,Male,31,9,1,1,18606,0
266,15813163,Ch'iu,531,Female,36,9,1,1,123137,0
267,15653857,Wallis,498,Male,34,2,2,1,148528,0
268,15777076,Clark,651,Male,36,7,2,1,13898,0
269,15717398,Fielding,549,Female,39,7,1,0,81259,1
270,15799217,Zetticci,791,Female,35,7,1,1,161052,0
271,15787071,Dulhunty,650,Male,41,9,2,0,191600,0
272,15619955,Bevington,733,Male,34,3,3,1,48559,1
273,15796505,Boyle,811,Female,34,1,2,1,186340,0
274,15725166,Newton,707,Male,30,8,2,1,33159,0
276,15758685,Dubinina,706,Female,37,7,2,1,110899,0
279,15683562,Allen,646,Male,35,6,1,0,164256,0
281,15668893,Wilsmore,782,Male,39,8,2,1,33950,0
283,15643024,Huang,479,Male,35,4,1,1,47252,1
284,15699389,Ch'ien,807,Male,42,7,1,1,25886,0
286,15626144,Chu,675,Male,40,7,2,1,34577,0
288,15790678,Davidson,475,Female,32,8,1,1,100816,0
290,15697307,Nnachetam,588,Male,34,10,2,1,79079,0
291,15652266,Chidiebele,703,Male,42,9,1,0,137316,0
292,15607098,Ahmed,747,Female,41,5,2,1,194927,0
294,15590241,Chuang,750,Female,34,9,1,0,150402,1
295,15785819,Shao,681,Male,38,3,2,1,112492,0
297,15774510,Tien,714,Female,31,4,1,1,106637,0
298,15684173,Chang,687,Female,44,7,3,1,155854,1
300,15811490,French,627,Male,33,5,2,1,103738,0
301,15803976,Efremov,694,Female,31,10,2,1,160990,0
302,15682541,Hartley,616,Female,36,6,1,0,15463,0
303,15695699,Calabrese,687,Male,35,8,2,1,10334,0
304,15624188,Chiu,712,Female,33,6,2,1,190686,0
305,15812191,Brennan,553,Male,33,4,1,0,94440,0
306,15636673,Onwuatuegwu,667,Male,31,1,1,1,28258,0
307,15594898,Hewitt,731,Male,43,2,1,1,170035,1
308,15660211,Shih,629,Male,35,7,2,1,31824,0
310,15746726,Doyle,438,Male,31,8,1,1,44937,0
312,15702919,Collins,729,Male,30,6,1,1,145111,0
313,15674398,Russo,642,Male,38,3,2,0,171464,0
315,15631868,Robertson,744,Male,36,2,1,1,87213,0
316,15581539,Atkinson,474,Male,37,3,2,0,57175,0
318,15666252,Ritchie,706,Male,42,9,2,1,28714,0
322,15678910,Ts'ai,680,Female,30,8,1,1,16279,0
323,15694408,Lung,749,Male,40,1,1,1,182855,1
324,15585215,Yuan,763,Female,31,4,2,0,50405,0
325,15682757,Pardey,734,Male,30,3,2,1,107640,0
326,15736601,Tai,716,Male,35,4,1,1,134133,0
327,15601848,Scott,594,Male,35,2,2,1,103481,0
329,15669064,Mazzanti,671,Male,35,1,1,1,179012,0
332,15601274,Hsieh,667,Female,40,1,1,1,19163,0
333,15702669,Faulkner,663,Male,44,2,2,0,144680,0
334,15728669,Knowles,584,Female,30,8,1,1,177772,1
335,15742668,Day,626,Female,37,6,1,1,5598,0
337,15740476,Tsao,659,Female,32,3,2,0,174653,0
338,15648064,Kennedy,649,Male,33,2,2,1,2011,0
339,15636624,Nwabugwu,805,Female,39,5,1,1,14110,1
340,15807923,Young,716,Female,39,10,1,1,43527,1
341,15745844,Kerr,642,Female,40,6,2,0,86099,1
342,15786170,Tien,659,Male,31,4,1,0,161574,0
346,15763859,Brown,840,Female,43,7,2,1,90909,0
347,15658935,Freeman,630,Female,34,9,2,1,138275,0
349,15735203,Seleznyov,654,Female,32,1,1,1,126143,0
350,15576256,Yusupova,582,Male,39,5,2,1,129893,0
351,15659420,Foley,659,Male,32,3,2,1,102417,0
352,15593365,Shih,762,Male,39,2,1,1,18720,0
353,15777352,Ikedinachukwu,568,Female,32,7,1,1,61936,0
355,15625461,Amos,613,Female,45,1,2,1,147224,0
356,15739438,Reed,539,Male,30,0,2,1,160980,0
358,15661629,Ricci,522,Male,34,9,1,1,174249,1
359,15633950,Yen,737,Male,41,1,1,1,123547,0
362,15696674,Robinson,643,Female,45,2,1,0,2320,1
366,15613085,Ibrahimova,628,Female,33,3,1,1,188193,0
367,15633537,Nolan,540,Female,42,9,2,1,172573,0
368,15594720,Scott,460,Female,35,8,2,1,189340,0
369,15684042,Blair,636,Male,34,2,2,0,53512,0
371,15611579,Sutherland,801,Male,42,4,1,1,10598,0
373,15694506,Briggs,611,Male,31,0,2,1,183488,0
374,15688074,Gregory,802,Male,31,1,1,1,187658,0
375,15759537,Bianchi,717,Male,35,7,2,1,172459,0
376,15758449,Angelo,769,Female,39,8,1,0,21016,0
377,15583456,Gardiner,745,Male,45,10,3,1,122381,1
378,15667871,Kerr,572,Male,35,4,1,1,128124,0
379,15677371,Ko,629,Female,30,2,1,1,19571,0
380,15629677,Distefano,687,Female,39,2,3,0,188151,1
382,15591509,Milano,690,Male,36,7,2,1,123775,0
383,15568240,Ting,492,Female,30,10,2,0,146700,0
385,15689294,Onyemaechi,705,Male,44,3,1,1,82464,0
389,15748936,Whitehead,709,Female,45,2,2,0,162923,0
392,15785611,Onyeoruru,752,Male,38,3,1,1,71557,0
394,15684548,Demidov,556,Male,38,8,2,0,417,1
396,15807432,Cheng,645,Female,37,2,2,0,153400,0
397,15584766,Knight,557,Male,33,3,1,1,371,0
398,15612187,Morin,547,Male,32,8,1,1,67790,0
399,15762218,Mills,701,Female,39,9,2,0,145895,0
402,15747795,Pai,593,Female,38,4,1,1,154071,0
404,15732674,Fennell,443,Male,36,6,2,0,56937,0
406,15692761,Pratt,718,Male,36,9,1,1,45910,0
408,15745354,Franklin,611,Female,37,4,2,1,125696,0
409,15701376,K'ung,668,Male,37,10,2,1,159586,0
410,15691625,Ko,537,Female,41,3,1,1,106761,0
412,15760431,Pino,850,Male,38,1,2,1,80007,0
413,15686302,Fisk,745,Female,31,3,1,1,140452,0
414,15801559,Chiang,693,Female,41,9,3,1,187929,1
415,15810432,Moseley,795,Male,35,8,2,1,167155,0
418,15695632,Dellucci,556,Female,39,9,1,1,94898,0
422,15716186,Richardson,586,Female,38,2,2,1,87168,0
423,15674551,Fitch,535,Male,40,7,1,1,8128,1
424,15622834,Stevenson,678,Female,35,4,1,1,125518,0
425,15566111,Estes,596,Male,39,9,1,1,48964,0
427,15652883,Chung,492,Male,39,10,2,1,148585,0
428,15806964,Utz,702,Male,45,0,1,1,27475,0
429,15576313,Wei,486,Female,40,9,1,1,76192,0
430,15806467,Boyle,568,Male,40,1,1,0,134601,1
432,15743040,Kuznetsova,724,Male,41,2,2,0,199645,0
433,15705521,Pisani,548,Female,33,0,1,1,42750,0
434,15595039,Manna,545,Female,37,8,1,1,136050,1
435,15799384,Collier,683,Male,33,8,1,0,73564,0
437,15693737,Carr,627,Female,30,4,2,1,129827,0
438,15624623,Hs?,516,Male,35,10,2,0,119666,0
439,15783501,Findlay,800,Female,38,2,2,1,68052,0
440,15690134,Hughes,464,Female,42,3,1,1,164105,0
441,15782735,Chukwuemeka,626,Female,35,3,1,0,80190,0
442,15611088,Genovese,790,Female,31,9,2,1,84127,0
443,15672145,Swift,534,Female,34,7,2,1,70179,0
447,15730460,Oleary,722,Male,37,2,1,0,120907,0
448,15644572,Turnbull,501,Male,40,4,1,1,100434,0
449,15694860,Uspensky,675,Female,38,6,1,0,138777,1
451,15794396,Newbold,494,Female,38,7,1,1,40084,0
452,15785798,Uchechukwu,850,Male,40,9,2,0,119232,0
453,15710825,Ch'en,592,Male,31,7,1,0,43921,0
454,15668444,He,590,Female,44,3,1,1,62223,0
455,15726631,Hilton,758,Female,39,6,1,0,56577,0
456,15733797,Sal,506,Male,36,5,2,1,164253,0
457,15747960,Eluemuno,733,Male,33,3,1,1,7667,0
458,15634632,Titus,711,Male,38,3,2,1,68488,0
459,15707362,Yin,514,Male,43,1,1,0,199274,1
460,15662976,Lettiere,637,Male,37,8,1,1,186062,0
462,15718443,Chibuzo,539,Male,39,3,2,1,36692,0
464,15773792,Evans,662,Female,32,4,1,1,48726,1
466,15726032,Enyinnaya,608,Male,33,9,1,1,68777,0
467,15663252,Olisanugo,850,Female,32,9,2,1,18925,0
468,15593782,Brookes,816,Female,38,5,3,1,71906,1
469,15633283,Padovano,536,Male,35,8,2,1,64833,0
470,15749167,Fisk,753,Male,35,3,2,1,184844,0
472,15683625,Hare,703,Male,37,1,1,1,20629,1
475,15603156,Elewechi,571,Female,33,1,2,1,102751,0
477,15798888,Pisano,605,Female,31,1,1,1,183599,0
478,15809722,Ankudinov,611,Female,40,8,2,1,147358,0
479,15677538,Nwokike,569,Male,38,7,1,1,108469,0
481,15695585,Atkins,788,Male,34,6,1,0,181197,0
483,15750658,Obiuto,798,Male,37,8,3,0,110783,0
484,15578186,Pirozzi,486,Male,37,9,2,1,144995,0
486,15637954,Lewis,730,Female,35,0,1,1,53718,0
487,15758639,Moran,641,Male,37,7,2,1,75248,0
488,15613772,Dalrymple,542,Male,39,3,1,1,14353,1
489,15731744,Carslaw,692,Male,30,2,2,0,130487,0
492,15699005,Martin,710,Female,41,2,1,1,9984,0
493,15624170,Tan,639,Female,38,4,2,0,118975,0
495,15585865,Westerberg,673,Female,38,2,2,0,134901,1
496,15804256,Hale,765,Male,36,8,2,1,72925,0
497,15662403,Kryukova,622,Female,32,6,2,1,101058,0
498,15733616,Sopuluchukwu,806,Male,40,5,1,1,142839,0
501,15727688,Chizuoke,555,Male,32,4,2,1,54406,0
504,15730059,Udobata,638,Male,44,9,2,1,111346,0
505,15715527,Freeman,543,Female,41,4,1,0,194902,0
506,15576623,Outlaw,584,Male,31,5,2,1,31474,0
507,15805565,Obiuto,691,Male,30,7,1,1,21198,0
508,15677307,Lo,684,Female,40,6,1,1,186977,0
510,15598883,King,599,Female,37,2,2,1,143739,0
511,15568506,Forbes,524,Female,31,10,2,1,161811,0
512,15761043,Macleod,632,Female,38,6,2,1,98091,0
513,15782236,Gibbs,735,Male,34,5,2,0,71095,0
514,15593601,Isayev,734,Male,34,6,1,1,13107,0
516,15746902,Belstead,793,Male,38,9,2,1,88225,0
518,15781307,Schneider,779,Male,37,7,2,1,135926,0
521,15671256,Macartney,850,Female,35,1,1,1,188574,1
523,15595766,Watts,527,Male,37,5,2,1,139094,0
524,15742358,Humphreys,696,Male,32,8,1,1,115917,0
526,15786063,Chin,776,Female,31,2,2,1,112350,0
527,15600258,Chesnokova,701,Male,43,2,2,1,165304,0
530,15694272,Nkemakolam,673,Male,30,1,1,1,77783,0
533,15663478,Baldwin,729,Male,32,6,1,1,79919,0
534,15592300,Mai,543,Male,35,10,1,1,76774,0
535,15567832,Shih,550,Female,40,7,1,1,54019,0
537,15592846,Fiorentini,639,Male,35,10,2,1,59093,0
538,15739803,Lucciano,686,Male,34,9,2,1,127570,0
541,15667896,De Luca,833,Male,37,8,2,1,136129,0
543,15776223,Davide,597,Female,42,4,1,1,106841,0
546,15615457,Burns,842,Female,44,2,2,1,126645,0
547,15708916,Paterson,587,Male,38,0,2,1,47414,0
548,15720187,Han,479,Female,30,7,2,1,41880,0
551,15750141,Reichard,721,Female,36,3,2,1,28738,0
554,15709324,Bruce,417,Male,34,7,2,1,55004,0
555,15711309,Sumrall,574,Male,33,3,1,1,193131,0
557,15705515,Lazarev,587,Male,40,5,2,1,159418,0
558,15634844,Miller,598,Male,41,3,1,1,191469,1
563,15665678,Tan,607,Male,36,8,1,1,76745,0
565,15788126,Evans,689,Female,38,6,1,1,12182,0
566,15811773,Hsia,543,Male,36,4,2,1,141211,0
569,15795564,Moretti,737,Male,31,5,2,1,74891,0
570,15706647,Jordan,761,Male,31,7,3,1,166698,0
571,15728505,Ts'ao,601,Male,44,1,2,1,62679,0
572,15730076,Osborne,651,Male,45,1,1,1,67740,1
573,15622003,Carslaw,745,Male,35,9,2,1,161520,0
575,15644753,Hung,848,Male,40,3,1,1,30877,0
577,15761986,Obialo,439,Female,32,3,1,1,75686,0
578,15633922,Gray,755,Male,30,4,2,0,144183,0
579,15734674,Lin,593,Female,41,6,1,1,65171,0
580,15658032,Hopkins,701,Male,39,2,2,1,82527,0
581,15692671,Dobson,701,Male,36,8,2,1,169161,0
582,15737741,McKay,607,Female,33,2,2,0,109291,1
584,15753719,Rickards,547,Female,30,9,1,1,77077,0
588,15680998,Nwankwo,725,Male,44,5,1,1,117356,0
589,15614782,Hao,526,Male,36,1,1,1,160697,0
591,15788291,Okwuadigbo,713,Female,38,7,1,1,56594,1
592,15604044,Mitchell,700,Male,38,8,1,1,1300,0
593,15679587,Chan,666,Female,34,9,1,1,25095,0
594,15775153,Buchi,630,Male,32,4,1,0,146326,0
596,15680970,Lombardi,611,Female,41,2,1,1,164062,0
597,15697183,Uchenna,685,Male,43,9,2,1,107811,0
598,15567446,Coffman,646,Male,39,9,1,1,30839,0
600,15714939,Fallaci,484,Female,34,4,1,0,33738,0
601,15683503,Hudson,601,Female,43,8,3,0,110916,1
604,15592387,Burke,566,Male,30,5,1,1,54927,1
605,15609286,Chadwick,702,Male,37,10,1,1,94728,0
609,15607170,Boyle,699,Male,35,5,2,1,78397,0
611,15686611,Moss,495,Male,30,10,1,0,172750,0
614,15805062,Lynton,667,Male,38,1,1,1,77867,0
616,15745295,Gether,727,Female,31,0,1,1,121751,1
617,15719352,Davidson,754,Male,39,6,2,1,89593,0
619,15594594,Loggia,546,Male,42,7,1,1,86945,0
620,15646161,Steinhoff,673,Female,37,8,2,1,183319,0
621,15682585,Guerra,593,Male,35,9,1,1,71154,0
622,15603134,Pai,656,Female,40,10,1,0,151887,0
624,15773456,Lazareva,678,Male,36,3,2,0,89567,0
626,15604119,Alderete,850,Male,35,7,1,0,126356,0
633,15718673,Mirams,839,Female,33,10,1,1,62674,0
634,15724282,Tsao,540,Male,44,3,2,1,12121,0
635,15738181,Douglas,850,Male,31,6,2,0,50130,1
637,15603323,Bell,660,Female,33,1,2,0,117835,0
639,15588350,McIntyre,744,Female,43,10,1,0,24234,0
640,15798398,Pagnotto,785,Female,36,4,1,0,190627,0
644,15640078,Chambers,660,Female,39,5,1,1,173683,1
645,15698786,Marcelo,819,Female,39,9,1,1,27046,1
646,15569807,Ejimofor,673,Female,34,8,1,1,20599,1
647,15730830,Dale,752,Female,30,3,2,1,104991,0
648,15805112,Pokrovsky,578,Male,38,7,1,1,8997,0
649,15633064,Stonebraker,438,Female,36,4,2,1,64421,0
650,15703119,Liang,652,Male,38,6,2,1,145700,0
653,15711889,Mao,668,Male,42,3,1,1,108139,0
655,15751710,Ginikanwa,729,Male,31,8,2,1,9567,0
660,15603065,Grubb,751,Female,30,6,2,1,15766,0
661,15592937,Napolitani,632,Female,41,3,1,1,33642,0
663,15667215,Chandler,678,Male,31,2,2,1,58803,0
665,15763218,Akeroyd,661,Female,41,1,2,0,131301,0
666,15645772,Onwumelu,661,Male,33,9,2,1,84175,0
667,15725511,Wallace,559,Female,31,3,1,0,160942,0
670,15662397,Small,640,Female,42,5,1,1,8405,0
672,15674991,Kao,667,Male,42,9,2,0,58137,0
674,15745621,Wertheim,640,Female,32,6,2,1,19132,0
675,15642394,He,529,Male,35,5,2,1,187289,0
676,15754605,Jarvis,563,Female,39,5,2,1,17604,0
677,15607040,P'an,593,Female,38,4,2,1,67020,0
678,15715142,Repina,739,Male,45,7,1,0,147803,1
680,15668886,Blakey,684,Female,38,3,2,1,44256,0
683,15775238,Achebe,651,Female,41,4,1,0,151303,0
684,15786905,Russo,749,Female,40,8,2,0,86334,0
686,15600337,Dobie,661,Male,42,2,1,0,29359,1
687,15801277,Maccallum,715,Female,31,2,2,1,181601,0
688,15579334,Watkins,769,Female,45,5,1,1,124119,1
690,15720649,Ferdinand,641,Female,36,5,1,1,31107,0
692,15688251,Mamelu,767,Male,43,1,2,1,77838,0
693,15665238,Beneventi,745,Male,36,8,1,0,6078,0
694,15740900,Perrodin,589,Male,34,6,2,1,177897,0
695,15681068,Chinagorom,796,Female,45,2,1,1,123883,0
699,15669516,Steele,746,Male,36,2,2,1,16437,0
700,15736534,Elkins,742,Male,33,0,1,1,107668,0
701,15803457,Hao,750,Female,32,5,2,1,95611,0
702,15659098,Toscano,669,Male,30,7,1,0,19799,0
704,15566292,Okwuadigbo,574,Male,36,1,2,0,71709,0
705,15808621,Mordvinova,659,Male,36,2,2,1,149066,0
706,15580148,Welch,750,Male,40,5,3,1,20452,1
707,15776231,Kent,626,Male,35,4,1,1,32826,0
708,15773809,Campbell,620,Male,42,4,2,1,6232,0
709,15649423,Cooper,580,Female,35,8,2,0,10357,0
710,15734886,Mazzi,686,Female,34,3,2,1,147795,0
712,15650288,Summers,634,Male,35,6,1,1,129965,0
713,15629448,Brady,632,Male,38,1,1,1,92817,0
714,15716164,Nicholls,501,Female,41,3,1,1,172115,0
716,15578977,Robinson,786,Male,34,9,2,1,144517,0
717,15677369,Golubov,554,Female,37,4,1,0,182039,0
718,15804072,Chen,701,Female,42,5,2,0,24211,0
719,15696859,Oldham,474,Male,45,10,2,0,172176,0
720,15653780,Kambinachi,621,Female,43,5,1,1,47578,0
722,15578761,Cunningham,459,Female,42,6,2,1,177683,1
724,15571973,Chinwemma,776,Female,38,2,1,1,169292,0
725,15626742,Carpenter,694,Male,36,3,1,1,117140,0
726,15672692,Yin,787,Female,42,10,2,1,79510,0
727,15673570,Olsen,580,Male,37,9,2,0,77109,0
729,15654238,Jen,673,Female,40,5,1,1,81754,0
733,15723873,Ponomarev,657,Male,31,3,1,0,98820,0
734,15744607,Martin,738,Male,43,9,2,1,64167,1
738,15766741,McIntyre,525,Male,36,2,1,0,168290,0
